,0
authority,BVVBCzK8smQGVEqE9iaVLhz6BLM6h8SyFGFqsShAtB9w
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,1029704202
taker_volume30d,32984345027
filler_volume30d,0
last_maker_volume30d_ts,1676994867
last_taker_volume30d_ts,1676994969
last_filler_volume30d_ts,1675634559
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,38894490
userfees.total_fee_rebate,270619
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
