,0
authority,H64fo2Bd6RmKJ3t6VJ2bVtvi8kKmPUJ5HkkFQa1YtH4J
referrer,11111111111111111111111111111111
next_epoch_ts,0
maker_volume30d,0
taker_volume30d,1005579050
filler_volume30d,0
last_maker_volume30d_ts,1673737105
last_taker_volume30d_ts,1673741670
last_filler_volume30d_ts,1673737105
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,1006414
userfees.total_fee_rebate,0
userfees.total_token_discount,0
userfees.total_referee_discount,0
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
