,0
authority,HuLkzoyrbaoPhE8YNRs8T5pYzbyiZn3ZPzrKfTE9jNGH
referrer,PLUmqmrbyEad3EpM4RxyJd1JrBcmAWkohP5XEgxEGSY
next_epoch_ts,0
maker_volume30d,138336246
taker_volume30d,143885060
filler_volume30d,0
last_maker_volume30d_ts,1681162016
last_taker_volume30d_ts,1681162030
last_filler_volume30d_ts,1681025469
if_staked_quote_asset_amount,0
number_of_sub_accounts,1
number_of_sub_accounts_created,1
is_referrer,False
userfees.total_fee_paid,135278
userfees.total_fee_rebate,0
userfees.total_token_discount,0
userfees.total_referee_discount,6213
userfees.total_referrer_reward,0
userfees.current_epoch_referrer_reward,0
